"Gene","ProbeId","EntrezId"
"NCALD",520553,83988
"WDR45L",2600646,56270
"PON2",7150167,5445
"HS.577721",2060279,NA
"WAS",70451,7454
"PPP1R2",4250343,5504
"PLD1",5050689,5337
"FLJ36032",4590538,284485
"MSH4",2900754,4438
"SPCS2",1430010,9789
"LOC646208",6580209,646208
"ADHFE1",2760121,137872
"TRDMT1",2000603,1787
"GOLT1B",2100368,51026
"SKAP1",4220053,8631
"DLEC1",10025,9940
"ITCH",7560538,83737
"LOC651581",5050730,651581
"LOC644090",5890672,644090
"SOCS6",4880475,9306
"PGCP",4210280,10404
"LOC100133401",6650706,100133401
"HS.128570",4490139,NA
"TDRG1",1190487,732253
"BCL2L11",4390241,10018
"FLJ20397",3460615,54919
"USP3",6220477,9960
"TIAM1",2760242,7074
"VPS41",3710521,27072
"WDR7",2230148,23335
"MSL3",1770669,10943
"PREI3",6400519,25843
"AATK",7400300,9625
"OR2W3",430356,343171
"SS18",1230333,6760
"MUDENG",4670743,55745
"HS.147533",3370411,NA
"C1ORF189",6510014,388701
"LOC646562",3400280,646562
"PES1",1500066,23481
"LOC728518",4280528,728518
"PPP3CA",2940537,5530
"GSTTP2",5870747,653399
"CBL",4120037,867
"LOC100128729",3940544,100128729
"LOC283050",4570100,283050
"SIK1",1690678,150094
"FILIP1L",4490709,11259
"NDUFB8",1570131,4714
"ZNF552",4060754,79818
"FAS",3420026,355
"PCDHB19P",1300270,84054
"LOC643980",6520017,643980
"YPEL2",1110465,388403
"SIRT3",6370170,23410
"LOC653262",6560626,653262
"LOC100128410",990242,100128410
"LOC730153",4390021,730153
"PRPSAP2",5890669,5636
"MICAL1",3800551,64780
"PRDX1",6250280,5052
"MAP4K5",2350451,11183
"NMD3",5360204,51068
"SAP30",1780673,8819
"TMEM65",50037,157378
"FLJ33706",5670240,284805
"MKLN1",6110204,4289
"LOC100133724",5490487,100133724
"OLFM4",6770131,10562
"STIM2",6220719,57620
"RRM1",2850575,6240
"CSDE1",7510114,7812
"LOC253039",5390553,253039
"LRCH1",7610364,23143
"HS.570267",6290398,NA
"FAM193B",2120193,54540
"MAP2K2",4290736,5605
"SPACA3",1430709,124912
"TTC23",6620577,64927
"CLU",4610176,1191
"KIAA1632",5870176,57724
"LOC645494",5260707,645494
"HS.550042",1940372,NA
"LOC389322",5390368,389322
"NCAPD3",1570551,23310
"MYCT1",6290706,80177
"LOC389816",2230685,389816
"XYLB",2060044,9942
"KIAA0692",6650519,23141
"EPCAM",1690553,4072
"PINK1",2490259,65018
"LOC652455",4830719,652455
"CD276",5900575,80381
"SOLH",5720382,6650
"LOC100131096",1780441,100131096
"HS.558271",7650092,NA
"PQLC2",3710170,54896
"MIR21",3420259,406991
"FKBP9L",5700451,360132
"ZNF536",940301,9745
"HS.559602",2120328,NA
"ISG20",6330132,3669
"GOLGA9P",2060093,283796
"LOC653308",2360110,653308
"NARG1L",3780279,79612
"RUSC1",670376,23623
"LOC392635",7000762,392635
"DYX1C1",6660292,161582
"LOC729266",4540717,729266
"KIAA1407",3140689,57577
"ANKRD13C",4810053,81573
"CD163",20593,9332
"ZNF823",4920747,55552
"CLUL1",2140689,27098
"GABRB3",5090431,2562
"TUBB6",520255,84617
"REPS1",360358,85021
"RPS26P11",6560376,441502
"PIGW",2030674,284098
"DOCK1",2360196,1793
"DNAJC4",3440288,3338
"ARL17B",3710195,641522
"HADHB",6620152,3032
"LOC100134393",4060086,100134393
"LOC649548",4390524,649548
"SP100",6650541,6672
"LOC126661",2750524,126661
"LOC654117",6100376,654117
"SCRIB",4290196,23513
"TWF1",4830273,5756
"HS.571028",5670132,NA
"SP8",7330300,221833
"LOC651861",1580180,651861
"DBT",4060768,1629
"PPP1R7",3440368,5510
"RPL15",4210703,6138
"DDT",2360593,1652
"C4ORF33",1850110,132321
"HS.241559",1400753,NA
"FGD2",3140400,221472
"SLC9A9",510128,285195
"LOC648490",5910369,648490
"LOC648585",6270215,648585
"LOC100130367",4060044,100130367
"FBXL10",1190246,84678
"LOC100133152",780687,100133152
"RAB24",6590669,53917
"EPS8L1",5690544,54869
"ANAPC1",730647,64682
"COMMD7",7050576,149951
"C9ORF98",6330358,158067
"C8ORF54",6350020,439941
"LOC645688",3130736,645688
"LOC286002",1980373,286002
"HS.578974",1690615,NA
"SLC35A1",6510204,10559
"CD84",4060095,8832
"TANC2",1440768,26115
"ORMDL2",3830020,29095
"MTRF1L",5550564,54516
"LUM",2490364,4060
"LOC100129499",4280619,100129499
"CRLF3",1740041,51379
"FBLN5",4670441,10516
"HS.303889",4560465,NA
"LOC541472",2760762,541472
"DDX58",4760703,23586
"HS.505676",510332,NA
"TRAF3IP1",2970348,26146
"OR2A4",5390278,79541
"EXPH5",7650286,23086
"ATP9A",5860603,10079
"HS.570650",620309,NA
"HS.177532",4560408,NA
"KIAA1737",7050204,85457
"RERG",4880201,85004
"PERP",4040754,64065
"C17ORF58",3440703,284018
"LOC388181",3120255,388181
"ZMYND11",510102,10771
"TRIM40",1190408,135644
"EDEM2",4480519,55741
"LTB",5310053,4050
"HS.529542",3310112,NA
"POLA",1010619,5422
"NRIP1",7510408,8204
"LEF1",4570255,51176
"PBX3",2470634,5090
"RDX",6110291,5962
"FAR1",5090309,84188
"EBF4",3710551,57593
"SERF1A",2650367,8293
"LOC651096",2100630,651096
"HS.562435",4780753,NA
"NPFF",3370338,8620
"SPATA7",380079,55812
"PDE9A",830563,5152
"GRIN2C",1300678,2905
"NCDN",5310458,23154
"HS.550210",460022,NA
"NGFR",6980021,4804
"LOC643373",4920022,643373
"ZNF323",1340463,64288
"LOC100133402",4860682,100133402
"MUTYH",290026,4595
"SFRS10",2490181,6434
"POLR2J4",2690674,84820
"LOC100132870",2760035,100132870
"GTPBP8",940168,29083
"VENTXP1",3190553,139538
"TPM1",610519,7168
"NEK11",6480427,79858
"BCR",5900100,613
"HS.554445",7550370,NA
"MMP23B",2450110,8510
"NFYB",6100435,4801
"HS.572123",4830398,NA
"METTL3",6860524,56339
"ZFAND6",5860730,54469
"ZMAT3",3140543,64393
"FAM102A",6350082,399665
"NMNAT3",6200382,349565
"NCOA4",1300671,8031
"LOC100133008",1450059,100133008
"C7ORF47",1240592,221908
"RPL18A",3310487,6142
"PSEN2",20040,5664
"FAM44A",670431,259282
"HBP1",3780270,26959
"CLIC6",3930424,54102
"TTRAP",3190189,51567
"CLK2P",6020646,1197
"LOC649150",780482,649150
"APOBEC3F",610379,200316
"LOC401588",5670541,401588
"MEGF9",6200184,1955
"LOC727726",5670600,727726
"HS.571292",1570292,NA
"PTPN22",6560220,26191
"C1ORF26",3290017,54823
"PTP4A3",5910594,11156
"SLC7A9",6520687,11136
"ZBTB41",6370750,360023
"C5ORF41",6840491,153222
"ACSS3",2810154,79611
"LOC441294",3290156,441294
"HS.571344",6590070,NA
"HLA-C",7150630,3107
"RAB35",3390192,11021
"LOC442609",4050414,442609
"THOC3",2480328,84321
"RAB4B",7610167,53916
"LOC100127894",1030059,100127894
"CLNK",50022,116449
"POLR2C",6960546,5432
"VCL",70592,7414
"PIGF",1450072,5281
"MATR3",2360220,9782
"LOC100131672",3930370,100131672
"SLC17A9",4250241,63910
"FASTKD2",2750091,22868
"LY6G6D",4490544,58530
"LGSN",6510403,51557
"PCM1",1440259,5108
"MAPKAPK5",3140156,8550
"KBTBD12",3190402,166348
"LOC729402",1300215,729402
"GTF2A1",1570739,2957
"ZNF226",7040465,7769
"DHODH",630475,1723
"CPT1A",5290358,1374
"HS.574636",1570671,NA
"ZFAND3",1400309,60685
"LOC440359",5870307,440359
"MYC",6270646,4609
"APPBP2",1440707,10513
"KRT6B",6760341,3854
"SYT7",5050390,9066
"PALM2",3780022,114299
"FXYD3",2060687,5349
"LOC400590",510348,400590
"MIR128-1",1450189,406915
"LOC387856",5550259,387856
"MTUS1",3370471,57509
"HRES1",3400706,3272
"CCDC19",6040709,25790
"IL2RG",6450390,3561
"C15ORF58",2630452,390637
"TTC23",4920538,64927
"DENR",5260575,8562
"PPBP",2230563,5473
"OR7G1",4210014,125962
"SNORD33",830349,26818
"HS.129244",7100619,NA
"GNS",6110392,2799
"LOC442232",2260681,442232
"C4BPB",2600356,725
"KIAA1524",130598,57650
"C9ORF142",4180445,286257
"LOC100129699",3400561,100129699
"HLA-E",1030747,3133
"EPHB4",1260730,2050
"PKP3",50373,11187
"LOC653505",4480707,653505
"ERCC6L",5050181,54821
"INPP4A",5860343,3631
"LOC647361",6840170,647361
"C9ORF164",6280082,349236
"HS.539516",4290372,NA
"PRKCD",4230626,5580
"C1ORF97",6020315,84791
"UGT2B17",6860392,7367
"WDR35",2690484,57539
"CRIP3",1190358,401262
"RNF14",6510681,9604
"TNFSF11",4250762,8600
"TTLL12",1430053,23170
"ATP6V1F",3870630,9296
"TULP3",6840014,7289
"IFT172",130070,26160
"SASH1",5390102,23328
"LOC645355",1780639,645355
"IL1B",840685,3553
"NOD3",4780706,197358
"SLC15A1",5860491,6564
"HS.193951",4250379,NA
"DHRS1",1470017,115817
"LOC729659",3360593,729659
"TMEM189",4050072,387521
"LOC441453",4040110,441453
"LOC652856",6510392,652856
"RAD21",2260551,5885
"LOC92497",4540017,92497
"SDHAP3",6350341,728609
"PHKB",1240019,5257
"LOC151579",7050132,151579
"HS.95481",3400347,NA
"LOC728765",5700048,728765
"LOC729519",1050138,729519
"CDC7",4900044,8317
"HS.540658",6520341,NA
"HS.568659",6660609,NA
"LOC284428",3170161,284428
"TFPI",4280674,7035
"SLC22A6",780619,9356
"CNNM4",6020400,26504
"MIR181C",1410546,406957
"CDO1",3780315,1036
"FBXO31",7380327,79791
"GCSH",60196,2653
"SNORD53",5910053,26796
"CKS2",780528,1164
"A4GNT",6480136,51146
"HS.466840",2900215,NA
"AKAP11",1070484,11215
"RFXANK",6580603,8625
"YTHDC1",4040196,91746
"RFX1",2900204,5989
"SLC45A2",1740692,51151
"LOC729559",3130041,729559
"MCTS1",1690025,28985
"SOCS2",1690692,8835
"ARHGAP27",1260239,201176
"PIK4CA",4920273,5297
"C10ORF64",6400072,159491
"MEN1",6770204,4221
"FKRP",2230189,79147
"POP5",4560528,51367
"RAD23B",6590725,5887
"GBF1",6510192,8729
"LETMD1",2570435,25875
"HS.529499",1300646,NA
"SNORD15B",2710719,114599
"SHMT2",10341,6472
"MAPK14",5130767,1432
"HS.369226",2630139,NA
"LOC648668",2630014,648668
"HSPA12A",5870019,259217
"C16ORF91",4890056,283951
"TFE3",6580707,7030
"RPL11",60053,6135
"OXR1",730291,55074
"CBY3",6250209,646019
"C1ORF123",5720414,54987
"LAMA3",4670553,3909
"LOC344887",4060010,344887
"PRIM2",5700279,5558
"RGS2",3400019,5997
"ST3GAL5",3890382,8869
"HS.529962",2970711,NA
"NDUFA4L2",4060438,56901
"MIR607",6520367,693192
"AADACL1",7210327,57552
"XK",6620630,7504
"TBC1D2",2680021,55357
"RAPGEF5",20148,9771
"CD79A",7510170,973
"SAP30BP",520600,29115
"UTP6",2710196,55813
"LOC643219",4210079,643219
"CHD2",7040240,1106
"FUCA2",4480433,2519
"ZNF789",1570468,285989
"RUNDC3B",240035,154661
"LOC440063",10441,440063
"LOC644124",150594,644124
"LOC653383",990017,653383
"NLRP1",3800136,22861
"NUDT21",3170446,11051
"BSPH1",6450653,100131137
"SNX30",1070373,401548
"LOC653156",4010180,653156
"CSN1S1",6250669,1446
"ATG16L1",3420347,55054
"LOC647515",1820669,647515
"EHD2",5080523,30846
"PRDM1",5260392,639
"FILIP1L",650458,11259
"GJC2",6520356,57165
"LOC100134814",2510307,100134814
"NOS2",2640202,4843
"LOC728086",2360750,728086
"PRPS2",130619,5634
"SERPINB8",3400672,5271
"TP53INP1",6660630,94241
"RBM12",2810328,10137
"MGEA5",6840356,10724
"ZNF673",870373,55634
"TSPAN31",5670577,6302
"C1ORF101",1500670,257044
"TEAD3",20717,7005
"LY6G6C",1690685,80740
"HS.581067",1030092,NA
"TBXA2R",1780088,6915
"LOC643431",4880440,643431
"RAMP2",7650070,10266
"PPP1R3D",1230068,5509
"DYNC1I2",6420133,1781
"SSPO",3870053,23145
"MMP13",650092,4322
"NPHP1",5220110,4867
"TRIM78P",5870139,117852
"LOC642749",3130333,642749
"HS.561747",3370037,NA
"LOC729789",2510528,729789
"EIF5",5050110,1983
"HS.333693",4730719,NA
"LOC255620",580575,255620
"ADCK1",780379,57143
"KRTAP20-1",6480270,337975
"HS.539420",50372,NA
"FAM75B",4730372,404770
"IRF3",150397,3661
"PSMA2",2140470,5683
"LOC100133800",6760056,100133800
"FAM122A",6350154,116224
"HS.575479",2070075,NA
"LOC285359",6980059,285359
"VWA1",50682,64856
"PPARD",7510682,5467
"N6AMT2",3450739,221143
"LOC643357",290326,643357
"FAM73B",5090603,84895
"LOC642458",270390,642458
"LOC401934",990709,401934
"S100A11",110682,6282
"HS.539664",7100609,NA
"ARHGAP6",830187,395
"LOC390424",5080541,390424
"ACP6",4670671,51205
"TSPAN7",460010,7102
"HIST1H1C",5570279,3006
"PHF12",4570292,57649
"LOC730375",3170039,730375
"HS.537742",5870682,NA
"GABPB2",1470400,126626
"LILRA4",4760364,23547
"SEC24B",150048,10427
"C21ORF58",2570370,54058
"LOC402643",4560630,402643
"PYCR2",3940639,29920
"KDSR",4860671,2531
"HNRNPH3",3130280,3189
"LOC728953",6940259,728953
"CAST",5080014,831
"ZNF268",4180487,10795
"RPL36A",6860671,6173
"MIR876",5900768,100126310
"ARAP3",7380255,64411
"MT4",3170523,84560
"ZNF486",3130544,90649
"TRNP1",7150292,388610
"HS.512470",240551,NA
"GALC",3440491,2581
"STC2",1170170,8614
"LOC652515",7160039,652515
"TTC17",1090204,55761
"VAV3",6130326,10451
"SDHALP1",5290576,255812
"SSH1",3460086,54434
"LOC441426",6980519,441426
"RFX3",6060563,5991
"TSC22D2",7100215,9819
"LOC653497",3130176,653497
"PLEKHA4",2490577,57664
"HS.538525",1010039,NA
"SLC35B1",5290692,10237
"HS.133181",2710020,NA
"MTHFD1L",6290437,25902
"LOC146053",4040743,146053
"CCL4L2",5700551,388372
"NSDHL",4260392,50814
"PTPRF",5870553,5792
"KAT5",1410411,10524
"MGC72104",2810044,284802
"ARFGEF1",6100524,10565
"SP110",3840593,3431
"UNC5B",130576,219699
"NOTCH2",7210128,4853
"TMEM167A",3870008,153339
"MASP2",7040398,10747
"TXNL4A",4730014,10907
"HS.487766",2900253,NA
"FSTL4",6330333,23105
"KCNJ5",1260484,3762
"LOC442232",7400427,442232
"LOC400657",2120280,400657
"PHOX2A",150446,401
"HS.294603",5550768,NA
"DFNB59",630202,494513
"LOC727762",1570400,727762
"RAB4A",5810097,5867
"CDYL",1050114,9425
"TP53",4180500,7157
"POLRMT",1990053,5442
"CISD2",4260156,493856
"POLR2G",7100066,5436
"CRLF2",2030255,64109
"LOC644464",3420368,644464
"MIR320C1",160341,100302135
"PRKACA",2320086,5566
"PFKP",2360452,5214
"LOC388248",2140465,388248
"SERF1B",6580253,728492
"TMEM194A",4610066,23306
"HS.129800",6020095,NA
"BET1L",3130672,51272
"HS.395787",4670491,NA
"VTCN1",1090048,79679
"ISY1",4670435,57461
"NAPB",2600491,63908
"HS.525976",460184,NA
"NCOR2",5490376,9612
"LOC652707",4210091,652707
"CCDC115",5910095,84317
"DHRS12",3710086,79758
"CD300LF",4540228,146722
"FKBP1A",630010,2280
"CYFIP1",2600053,23191
"ITIH5",1170609,80760
"NFATC2IP",6020220,84901
"IGSF3",2900674,3321
"TSC22D1",2450639,8848
"LMCD1",3830093,29995
"NOS3",2480195,4846
"PSMD4",2630463,5710
"HS.568589",2120228,NA
"COL1A2",4040671,1278
"C9ORF75",1440050,286262
"HCFC1R1",5420347,54985
"LOC642355",4540762,642355
"TSC2",3370497,7249
"RPAIN",730543,84268
"MED13",6220088,9969
"LOC100133516",1190259,100133516
"LOC440093",5560414,440093
"LOC729314",3390403,729314
"AMY2B",7000754,280
"CCNJ",6110433,54619
"HS.538602",270154,NA
"LHX6",7550193,26468
"HS.245405",6660440,NA
"HS.317248",1030722,NA
"SPG21",1050162,51324
"PRB1",4010224,5542
"APOA1BP",1570725,128240
"KTN1",4730148,3895
"ATE1",4150626,11101
"PTK2",450253,5747
"EIF4EBP1",3890176,1978
"SAFB2",2850091,9667
"C6ORF170",3930671,221322
"LOC100133264",770192,100133264
"C5",1340241,727
"NDUFB9",6660193,4715
"LRIG2",5700541,9860
"PMS2",5260246,5395
"LRRK1",510551,79705
"KLHL17",6450706,339451
"HS.571406",2940445,NA
"ERCC-00126",5570482,NA
"LOC728658",6350064,728658
"XGPY2",1030487,100132596
"HBP1",1940647,26959
"VPS37C",6510528,55048
"AGGF1",70239,55109
"IGFBP4",7510414,3487
"AP2B1",1400605,163
"SCYL3",2030068,57147
"NAP1L1",6590484,4673
"POSTN",510246,10631
"APOBEC3F",6290743,200316
"LOC100132352",360180,100132352
"HS.572238",7510639,NA
"ZNF833",1710209,401898
"RGS12",380020,6002
"PCP4",6200148,5121
"PKD1",3940138,5310
"LOC442582",5050164,442582
"KAZALD1",1450202,81621
"PPP1R14D",1300162,54866
"ATG4D",1450647,84971
"MGC13168",1070750,84821
"GJB6",3120113,10804
"CLEC11A",1940048,6320
"C20ORF62",360176,140834
"LOC441775",5720747,441775
"KCNQ4",5690332,9132
"ZFYVE1",5890601,53349
"GPR101",7560332,83550
"KIAA1324",520609,57535
"NR0B1",940731,190
"APLP2",3060717,334
"TBC1D3C",5310543,414060
"ZNF181",1660504,339318
"CCDC104",4390072,112942
"TEX101",1030603,83639
"LOC651345",2030528,651345
"PMS2CL",1850184,441194
"HS.572495",20279,NA
"ABCC13",4780553,150000
"ZW10",2970368,9183
"WFDC2",4490360,10406
"LOC401076",4920379,401076
"BICD1",60048,636
"APBB3",4120279,10307
"MCM10",7570181,55388
"MRFAP1",2340372,93621
"PDPK1",2570343,5170
"LOC100129982",5390746,100129982
"MGC26733",3370279,200403
"FAM179B",4890082,23116
"LOC650562",3060142,650562
"LCE1E",2510619,353135
"SR140",6480577,23350
"RFPL1",5910519,5988
"LOC100129660",6980273,100129660
"UGT1A9",1410465,54600
"LOC646909",3990162,646909
"HS.355933",520747,NA
"USF1",1430068,7391
"CACNA1S",3840692,779
"DNMT1",1260162,1786
"DNAJB5",2470196,25822
"LOC339760",6130021,339760
"C14ORF166B",6480717,145497
"TXN",3940446,7295
"ZDHHC3",5420593,51304
"RPF1",2630626,80135
"LOC652821",6100369,652821
"LRSAM1",4050026,90678
"LOC647363",4060369,647363
"C20ORF107",5550392,388799
"LOC727761",6110470,727761
"LOC644162",6280706,644162
"LOC149134",3450086,149134
"IMPA1",6350360,3612
"APBB3",7320402,10307
"DENND1A",60524,57706
"LOC100130190",450402,100130190
"GGNBP1",380524,449520
"LCAT",1170112,3931
"TSPAN12",3830193,23554
"HNRPA1L-2",7320424,664709
"TCEA3",4050491,6920
"PNMA2",4590619,10687
"FAM48B2",3120692,170067
"LOC728150",5570551,728150
"LOC401087",730609,401087
"LOC646044",4730113,646044
"IMPA2",2340241,3613
"KRT6B",2000114,3854
"C12ORF66",5090025,144577
"HEPACAM2",4290465,253012
"LOC399888",1740647,399888
"WASH2P",770647,375260
"NKTR",3170689,4820
"LOC442075",3610520,442075
"ZNF219",6550632,51222
"CD247",6290400,919
"NAG18",2230037,57051
"ZCCHC16",5700162,340595
"MOSPD2",1240072,158747
"LOC440459",6760010,440459
"YRDC",6450475,79693
"CBL",6960209,867
"AS3MT",4280390,57412
"ALG8",4850632,79053
"LOC646630",2120066,646630
"ING2",6960382,3622
"MGC10997",3850541,84741
"AKAP2",6840608,11217
"LOC644783",1660735,644783
"LOC652438",6620451,652438
"RC3H1",6940403,149041
"LOC727758",3840270,727758
"FAM108B1",6180470,51104
"LEREPO4",3780368,55854
"HS.149244",1710273,NA
"NTN5",1580270,126147
"HS.240801",6560176,NA
"FBLN5",5690639,10516
"UCN",5290451,7349
"RTCD1",7100193,8634
"HDAC9",2000156,9734
"REM2",2710523,161253
"LOC728802",6770632,728802
"ARAP2",6940497,116984
"MGC26356",3930255,642280
"LOC100130126",1090019,100130126
"LOC653888",4860093,653888
"C15ORF44",1690463,81556
"FLJ41047",7330601,399968
"CUL4B",5860368,8450
"TMEM33",6650382,55161
"RAB42",1820520,115273
"SMG1",5080307,23049
"UQCRC2",5220195,7385
"WDFY3",5220538,23001
"HS.90866",1300121,NA
"C18ORF32",2940201,497661
"LOC647805",7510646,647805
"SDF4",1980360,51150
"FLJ25363",130162,401082
"SMC4",1400735,10051
"HS.569718",380367,NA
"POMP",6560717,51371
"PTER",6130382,9317
"KIAA1530",2470593,57654
"RAB4B",1010047,53916
"AQP1",70338,358
"EIF3L",2190221,51386
"PTGS2",2260477,5743
"CEACAM3",1850139,1084
"LOC729764",7330446,729764
"RASL10B",4280021,91608
"RAB39",6350598,54734
"ATP1A1",3370164,476
"KCNIP4",380332,80333
"KIAA0528",1240661,9847
"HS.577221",6840672,NA
"LOC727721",3290220,727721
"PLP1",2650288,5354
"INPP5B",4010348,3633
"MSH5",3130326,4439
"LOC727947",1990722,727947
"MAP2K1",1050600,5604
"ALK",6250431,238
"HS.564531",7050554,NA
"LOC401180",610224,401180
"CDCP1",5260367,64866
"CARKD",4060327,55739
"HS.131074",3290202,NA
"F2RL3",6250139,9002
"IER2",6480615,9592
"PGRMC1",2970521,10857
"PLEKHA7",730072,144100
"NUDT22",1660674,84304
"LOC653438",780746,653438
"CRISPLD2",4180079,83716
"LOC100128337",4010484,100128337
"MRPL4",6220450,51073
"KCTD11",2760008,147040
"SATL1",5560711,340562
"HS.574590",2350528,NA
"LOC653276",2070338,653276
"FLJ42627",1850059,645644
"LOC728576",6060129,728576
"STARD13",3190411,90627
"NT5C3L",3400408,115024
"LOC653737",6450524,653737
"SNX22",5360338,79856
"SAMSN1",1410181,64092
"ARL6",5270646,84100
"MTHFD2L",5310161,441024
"LOC390378",5570243,390378
"BATF",6220195,10538
"ABCA5",3450278,23461
"CABLES1",4050411,91768
"MIR454",7510630,768216
"LOC728975",6220743,728975
"PHLDB3",4760093,653583
"ADAM6",7040601,8755
"FRZB",3370113,2487
"MGC39545",1510753,403312
"COX7A2L",6180246,9167
"LOC644093",4850520,644093
"EEF1B2",7610706,1933
"IL2RB",290402,3560
"LOC729580",20450,729580
"PDE7A",5700440,5150
"ELOVL3",5260056,83401
"RBM9",1260139,23543
"C21ORF33",5870576,8209
"GNL3L",7610408,54552
"CASC4",3400138,113201
"IGBP1",6270427,3476
"BCKDHB",2140138,594
"TMEM218",5720670,219854
"METTL9",6620196,51108
"HS.561418",1300170,NA
"EFEMP1",6250563,2202
"BEND7",10451,222389
"ARAF",2100576,369
"LOC732139",2140209,732139
"CDCA1",6980202,83540
"DLG5",6510215,9231
"LMNA",6020424,4000
"ESRP2",110202,80004
"MED1",6130088,5469
"RFC4",2030315,5984
"WNT2B",1400224,7482
"LOC654264",4730347,654264
"MYL12A",4730392,10627
"LOC143543",5700681,143543
"ST7L",1430279,54879
"PSMC1",830608,5700
"CD8A",670369,925
"LOC642759",4780315,642759
"LOC100134406",2690669,100134406
"CD74",4560047,972
"LOC652670",4880524,652670
"NPC2",540075,10577
"LOC641746",7510148,641746
"LOC653265",4050523,653265
"C5ORF4",1690240,10826
"LRRK2",3520291,120892
"MXI1",830093,4601
"LOC100130904",1090458,100130904
"HS.547160",4540324,NA
"LOC648771",3390170,648771
"RBM42",4880551,79171
"CCBL2",770630,56267
"LOC643905",670341,643905
"LOC728115",5810544,728115
"FLJ10213",3180324,55096
"CYYR1",1030632,116159
"HARS",3940551,3035
"RENBP",5810678,5973
"TP53BP1",610475,7158
"SHISA4",5390736,149345
"C18ORF2",6620114,56651
"GALNT9",5340136,50614
"SPATA3",6660521,130560
"TNC",1470669,3371
"CCL19",7100646,6363
"LCP1",6350161,3936
"SIGLEC14",1400593,100049587
"NUBPL",1580725,80224
"PRPF18",5860327,8559
"LOC100129101",4670632,100129101
"NBPF11",4860538,728912
"C21ORF51",60041,54065
"HS.574069",5080079,NA
"ZNF274",4780524,10782
"LOC652427",1230356,652427
"HS.191602",1010762,NA
"ZNF285B",4890187,147711
"HS.571536",70632,NA
"LOC642299",6020561,642299
"LOC653857",2320300,653857
"FABP3",2510131,2170
"SNX18",380521,112574
"ATPGD1",6860639,57571
"LOC730254",6200519,730254
"TAS2R49",7510196,259295
"LOC100128265",5130026,100128265
"C21ORF2",3400164,755
"HS.581028",4040603,NA
"OTUB1",6180128,55611
"KIAA1715",6100477,80856
"EPB41L2",7200167,2037
"CDK8",4280520,1024
"CTLA4",6400333,1493
"OTP",2030477,23440
"ZNF564",580681,163050
"TMEM170B",4780491,100113407
"ALDH1L2",4250411,160428
"RORA",1110180,6095
"ROCK2",4860719,9475
"GUSBL1",4280630,387036
"RRM2B",1030639,50484
"TMEM44",6380731,93109
"GJA4",2480546,2701
"CNOT4",1440356,4850
"EML1",1170093,2009
"LOC650557",1190754,650557
"ANKRA2",1170630,57763
"PDE5A",6450630,8654
"TNRC9",3170678,27324
"SFRS2",3940414,6427
"HS.174794",2940333,NA
"PDE12",3060154,201626
"EIF3J",4280020,8669
"CCT6P1",5420053,643253
"PACSIN3",6110487,29763
"YY1",6760017,7528
"LSM1",6590196,27257
"VCAM1",2900390,7412
"HS.128234",4040372,NA
"PLEKHG2",1690170,64857
"SLC5A10",7560465,125206
"LOC729041",1500133,729041
"XRCC2",4200605,7516
"LOC100129395",6270026,100129395
"GNG13",4880681,51764
"HDAC2",6900750,3066
"PARP6",1170102,56965
"KCNK4",4050187,50801
"LOC729348",3990102,729348
"TACR2",870008,6865
"LOC338799",780348,338799
"LOC650040",460608,650040
"LOC92755",1090470,92755
"CES2",3850471,8824
