"Gene","ILLUMINA_PROBE_ID","EntrezId"
"ZNF502",1710161,91392
"NDUFS3",1710168,4722
"LOC100131609",1710192,100131609
"ZNF833",1710209,401898
"TIGD1",1710215,200765
"LOC729423",1710228,729423
"HS.539195",1710246,NA
"FRMPD3",1710288,84443
"LOC651143",1710349,651143
"SPINK7",1710358,84651
"RPL3",1710369,6122
"ZDHHC11",1710382,79844
"C8ORF58",1710386,541565
"HS.551847",1710437,NA
"LOC652703",1710440,652703
"LOC730130",1710452,730130
"NLRP9",1710463,338321
"ZNF527",1710465,84503
"SPINT1",1710468,6692
"HS.318976",1710470,NA
"CHD9",1710474,80205
"FLJ42957",1710477,400077
"FMOD",1710484,2331
"IRS4",1710487,8471
"ATRN",1710494,8455
"ACHE",1710500,43
"HOOK2",1710520,29911
"GRK5",1710523,2869
"PCSK4",1710538,54760
"TMEM71",1710541,137835
"HSPA6",1710553,3310
"HS.564154",1710563,NA
"LOC643336",1710594,643336
"HS.559709",1710608,NA
"HS.516729",1710619,NA
"ST6GAL1",1710630,6480
"C11ORF63",1710646,79864
"DUSP23",1710674,54935
"SOCS5",1710682,9655
"RELL1",1710730,768211
"DAAM1",1710735,23002
"DOCK10",1710736,55619
"SLC25A24",1710739,29957
"HS.569901",1710750,NA
"PIGF",1740008,5281
"TMEM63A",1740020,9725
"SPNS3",1740022,201305
"LOC653962",1740026,653962
"CRLF3",1740041,51379
"GVIN1",1740050,387751
"LOC388458",1740091,388458
"LOC100128683",1740095,100128683
"PAX6",1740100,5080
"LOC100130592",1740102,100130592
"TAS1R3",1740128,83756
"SLC38A2",1740136,54407
"USP10",1740139,9100
"TMEM106B",1740154,54664
"ENAH",1740161,55740
"MYCT1",1740187,80177
"HS.62314",1740192,NA
"MXRA8",1740209,54587
"AMY1A",1740220,276
"LOC728942",1740241,728942
"LOC257054",1740246,257054
"SNRPN",1740273,6638
"HS.547601",1740278,NA
"NIT1",1740280,4817
"TMSB15A",1740291,11013
"TFR2",1740300,7036
"LOC151300",1740327,151300
"PCSK5",1740343,5125
"LOC440438",1740368,440438
"LBH",1740369,81606
"GCH1",1740382,2643
"COMMD10",1740392,51397
"HS.573359",1740397,NA
"MSL3L1",1740433,10943
"SYT15",1740440,83849
"PPP2R4",1740441,5524
"HS.580305",1740445,NA
"ZNF471",1740450,57573
"IL1R2",1740451,7850
"TINF2",1740471,26277
"BPHL",1740487,670
"TOMM40",1740494,10452
"RBM11",1740521,54033
"NR3C1",1740528,2908
"JAK1",1740543,3716
"MGC42105",1740551,167359
"LMF2",1740576,91289
"PVRL1",1740592,5818
"GP2",1740630,2813
"DCHS1",1740646,8642
"KBTBD3",1740661,143879
"LOC399942",1740673,399942
"BOLA2",1740681,552900
"PHKB",1740682,5257
"FAM116A",1740685,201627
"RASA1",1740687,5921
"SLC45A2",1740692,51151
"HS.336643",1740709,NA
"BOLA2",1740717,552900
"LOC643446",1740719,643446
"PLK2",1740746,10769
"CBWD3",1740753,445571
"MAPK8IP2",1770019,23542
"TLN2",1770026,83660
"PARP16",1770035,54956
"STRN4",1770048,29888
"HS.201950",1770050,NA
"LOC643035",1770075,643035
"HS.584273",1770092,NA
"LOC729065",1770121,729065
"LOC389599",1770133,389599
"PCDHB17",1770138,54661
"LOC100129463",1770139,100129463
"MS4A6A",1770152,64231
"TP63",1770156,8626
"LOC644670",1770164,644670
"SUSD3",1770168,203328
"CTDSPL",1770170,10217
"C15ORF24",1770181,56851
"LOC644714",1770184,644714
"ANKRD50",1770187,57182
"HS.291195",1770193,NA
"UTP15",1770195,84135
"RG9MTD3",1770196,158234
"KRTAP19-2",1770209,337969
"PRICKLE1",1770224,144165
"IGF2BP3",1770243,10643
"EPB41L4B",1770278,54566
"DERA",1770279,51071
"FLJ27465",1770328,374664
"MBD6",1770343,114785
"LOC442388",1770349,442388
"ZDHHC16",1770358,84287
"GATAD1",1770360,57798
"LOC652699",1770367,652699
"MALT1",1770386,10892
"HS.458448",1770390,NA
"MGC26718",1770392,440482
"CCNC",1770397,892
"COMMD8",1770400,54951
"PIR",1770402,8544
"FOXN3",1770408,1112
"BCOR",1770435,54880
"DNASE1L1",1770446,1774
"LOC645208",1770465,645208
"LOC644063",1770470,644063
"DEFA6",1770497,1671
"HLA-DRB3",1770504,3125
"LOC651886",1770538,651886
"SERP1",1770541,27230
"ATIC",1770546,471
"ADNP",1770551,23394
"LOC650580",1770554,650580
"RPGR",1770592,6103
"CH25H",1770593,9023
"SIGLEC7",1770601,27036
"RPL7L1",1770609,285855
"MSL3",1770669,10943
"MYH10",1770685,4628
"CHTF18",1770689,63922
"VKORC1",1770703,79001
"HIRIP3",1770717,8479
"SPAG9",1770730,9043
"PCDH11X",1770736,27328
"LOC730329",1770739,730329
"EXTL2",1770746,2135
"TMEM160",1770747,54958
"HRAS",1770753,3265
"LIMCH1",1770754,22998
"SNORA28",1780008,677811
"ALKBH1",1780020,8846
"FAM22B",1780021,729262
"LOC100131546",1780044,100131546
"ZDHHC20",1780050,253832
"ILF3",1780053,3609
"ICF45",1780064,54974
"RUVBL1",1780070,8607
"BAPX1",1780075,579
"LOC23117",1780086,23117
"TBXA2R",1780088,6915
"MIR614",1780121,693199
"LIPT1",1780161,51601
"ZNF860",1780189,344787
"LIPN",1780192,643418
"AQP12B",1780195,653437
"GAK",1780202,2580
"LOC645378",1780209,645378
"LOC100132506",1780220,100132506
"PKN1",1780246,5585
"ALOX5",1780273,240
"EFNA4",1780278,1945
"TSHZ1",1780300,10194
"LOC137107",1780338,137107
"C12ORF44",1780367,60673
"HSPC047",1780372,29060
"RGS13",1780400,6003
"SEPN1",1780402,57190
"BTBD7",1780403,55727
"AADACL2",1780408,344752
"LOC341356",1780431,341356
"LOC650087",1780435,650087
"PCGF6",1780437,84108
"LOC100131096",1780441,100131096
"POGZ",1780445,23126
"PCK2",1780446,5106
"ASB6",1780450,140459
"RFC3",1780463,5983
"CES3",1780470,23491
"CACHD1",1780482,57685
"SLC6A8",1780538,6535
"HS.549966",1780541,NA
"PSMB7",1780543,5695
"TMUB1",1780554,83590
"LOC100133045",1780561,100133045
"TNRC6A",1780563,27327
"LOC645590",1780575,645590
"MAD2L1",1780576,4085
"RNF7",1780593,9616
"MLEC",1780601,9761
"EHD1",1780619,10938
"LOC644056",1780632,644056
"LOC644122",1780634,644122
"LOC645355",1780639,645355
"HS.123547",1780670,NA
"LOC644923",1780672,644923
"LOC374395",1780678,374395
"HNRPUL1",1780681,11100
"LOC100133585",1780692,100133585
"LOC646312",1780707,646312
"LOC100133741",1780722,100133741
"RHBDD1",1780736,84236
"C9ORF86",1780762,55684
"METTL7A",1820008,25840
"LOC100128574",1820017,100128574
"PIAS1",1820019,8554
"NCBP2",1820025,22916
"SLC11A2",1820037,4891
"HS.128018",1820041,NA
"GPHB5",1820050,122876
"PPP2R3C",1820072,55012
"ZNF626",1820082,199777
"HTRA2",1820091,27429
"HNRPA1P4",1820093,389674
"LOC100130263",1820110,100130263
"C8ORF30A",1820112,51236
"LOC100129343",1820121,100129343
"LOC647961",1820129,647961
"AP1G1",1820136,164
"GTDC1",1820170,79712
"TMX3",1820187,54495
"ZCCHC3",1820195,85364
"OVGP1",1820196,5016
"LOC643809",1820202,643809
"LOC646074",1820204,646074
"DMD",1820224,1756
"LOC100133284",1820239,100133284
"C10ORF21",1820242,414194
"PRKRIR",1820253,5612
"WDR49",1820255,151790
"ATP8B4",1820270,79895
"HERC1",1820274,8925
"TSPAN18",1820279,90139
"C7ORF46",1820286,340277
"C19ORF29",1820307,58509
"INSIG1",1820332,3638
"C22ORF24",1820333,25775
"INTS6",1820341,26512
"WNT5A",1820343,7474
"SH2D5",1820349,400745
"MAPK9",1820360,5601
"HNRNPAB",1820398,3182
"ATP12A",1820414,479
"PGAM4",1820424,441531
"LOC100128598",1820437,100128598
"KATNAL1",1820438,84056
"TLR9",1820440,54106
"OSCAR",1820450,126014
"FKBPL",1820471,63943
"NDUFB10",1820482,4716
"TIGD2",1820497,166815
"NME1",1820504,4830
"LOC642838",1820519,642838
"RDBP",1820538,7936
"ZNF428",1820543,126299
"LOC283874",1820546,283874
"LOC253482",1820551,253482
"LOC654126",1820554,654126
"PITPNM2",1820576,57605
"LOC652751",1820598,652751
"HS.463996",1820626,NA
"PDHA2",1820630,5161
"HS.547858",1820634,NA
"LOC647515",1820669,647515
"LOC641978",1820670,641978
"GRHL3",1820685,57822
"PIGP",1820703,51227
"SFXN4",1820706,119559
"LOC100129767",1820717,100129767
"LRRK2",1820725,120892
"HS.325396",1820735,NA
"CCRK",1820739,23552
"STAT1",1820750,6772
"LOC646906",1820753,646906
"DST",1820767,667
"SLC25A43",1850021,203427
"PPIA",1850035,5478
"C3ORF34",1850040,84984
"DPM2",1850041,8818
"FAM189B",1850047,10712
"LOC100131336",1850050,100131336
"FLJ42627",1850059,645644
"USP2",1850064,9099
"C13ORF27",1850068,93081
"LOC441212",1850070,441212
"CA8",1850097,767
"WTAP",1850100,9589
"C4ORF33",1850110,132321
"LOC388923",1850112,388923
"HS.583022",1850131,NA
"LOC652698",1850133,652698
"CEACAM3",1850139,1084
"CLDN23",1850156,137075
"FLJ20920",1850164,80221
"HS.541315",1850187,NA
"LOC729816",1850192,729816
"ISCA1",1850193,81689
"C19ORF46",1850201,163183
"DAPP1",1850220,27071
"APH1A",1850221,51107
"MIR212",1850253,406994
"PGM5",1850278,5239
"HS.131714",1850286,NA
"ZC3H7A",1850288,29066
"ASPSCR1",1850307,79058
"MUC12",1850315,10071
"MYBL2",1850343,4605
"GINS1",1850347,9837
"ERCC4",1850348,2072
"HEPH",1850349,9843
"KCNIP2",1850358,30819
"CCDC47",1850367,57003
"ZNF705D",1850369,728957
"LOC728657",1850377,728657
"LETMD1",1850379,25875
"SHC2",1850392,25759
"LOC731007",1850402,731007
"LOC283970",1850403,283970
"SPTY2D1",1850433,144108
"UBR5",1850437,51366
"STUB1",1850445,10273
"NME6",1850446,10201
"SLC25A26",1850458,115286
"LOC732371",1850463,732371
"CCDC56",1850468,28958
"TNK2",1850482,10188
"LOC441282",1850484,441282
"LOC730324",1850487,730324
"C3ORF75",1850500,54859
"FBXW7",1850504,55294
"FBXO2",1850519,26232
"HS.583888",1850537,NA
"DIAPH2",1850538,1730
"LYNX1",1850541,66004
"TBX21",1850543,30009
"HIAT1",1850544,64645
"FAM102A",1850546,399665
"SNORD10",1850551,652966
"NPDC1",1850554,56654
"LOC653261",1850563,653261
"CHD6",1850575,84181
"RASSF5",1850592,83593
"AP1G1",1850593,164
"PARP2",1850612,10038
"LOC284352",1850626,284352
"LOC100133277",1850634,100133277
"MRPL55",1850670,128308
"LOC100131132",1850671,100131132
"EIF6",1850681,3692
"STK40",1850717,83931
"LOC344065",1850753,344065
"LOC644330",1940008,644330
"MS4A1",1940010,931
"FAM119A",1940019,151194
"MTFMT",1940020,123263
"MYOC",1940037,4653
"FUNDC2",1940039,65991
"NCF4",1940041,4689
"AIF1",1940047,199
"CLEC11A",1940048,6320
"ATP2A2",1940053,488
"RIMKLB",1940056,57494
"PHACTR4",1940064,65979
"LOC652466",1940066,652466
"RAPGEFL1",1940072,51195
"HS.565913",1940079,NA
"HS.40289",1940082,NA
"DLEU7",1940093,220107
"PSMA1",1940110,5682
"NRG1",1940128,3084
"SIRPA",1940129,140885
"LOC653569",1940131,653569
"CD151",1940132,977
"CAB39L",1940133,81617
"WDR33",1940138,55339
"LOC100129539",1940152,100129539
"PDPR",1940167,55066
"LOC100129720",1940168,100129720
"PSMB9",1940180,5698
"KCNK12",1940193,56660
"CNOT4",1940246,4850
"CRY1",1940253,1407
"SGSM2",1940273,9905
"IFI27L2",1940274,83982
"TYSND1",1940288,219743
"VPS13A",1940291,23230
"LOC387841",1940296,387841
"VAPA",1940300,9218
"MARVELD2",1940301,153562
"CSRNP2",1940326,81566
"KCMF1",1940327,56888
"C2ORF67",1940364,151050
"HS.550042",1940372,NA
"PARVA",1940390,55742
"PLIN5",1940402,440503
"LOC100130711",1940445,100130711
"LOC643138",1940451,643138
"AGER",1940465,177
"LOC728734",1940470,728734
"KIFAP3",1940482,22920
"STAT5A",1940487,6776
"LOC732381",1940491,732381
"ZNF133",1940494,7692
"STS-1",1940524,84959
"PPP2R4",1940538,5524
"LOC653113",1940544,653113
"RPL24",1940546,6152
"CGRRF1",1940561,10668
"LOC100130480",1940564,100130480
"AIFM1",1940577,9131
"LOC653226",1940593,653226
"WDR8",1940605,49856
"RPE",1940608,6120
"XRN2",1940612,22803
"NCAPG2",1940632,54892
"PRIM2A",1940634,5558
"LYSMD3",1940646,116068
"HBP1",1940647,26959
"FAM86B1",1940670,85002
"C11ORF49",1940673,79096
"KIAA1245",1940682,149013
"LTBP2",1940692,4053
"LOC645895",1940709,645895
"HS.7415",1940711,NA
"TMEM200B",1940731,399474
"PANK3",1940736,79646
"RPL13",1940743,6137
"LOC100133578",1940750,100133578
"LOC653596",1940753,653596
"RNF6",1980014,6049
"VTA1",1980022,51534
"NEIL3",1980039,55247
"SLC10A2",1980040,6555
"ZFC3H1",1980044,196441
"MEX3D",1980050,399664
"LOC730385",1980068,730385
"RAX2",1980075,84839
"KCTD8",1980079,386617
"SCAMP3",1980082,10067
"HS.348514",1980088,NA
"CSGALNACT2",1980092,55454
"C9ORF90",1980112,203245
"MKRN1",1980113,23608
"LOC644632",1980121,644632
"MRRF",1980138,92399
"LOC645676",1980139,645676
"DHX32",1980164,55760
"METTL10",1980167,399818
"LOC644799",1980176,644799
"C9ORF95",1980180,54981
"P2RY10",1980184,27334
"WWP1",1980201,11059
"CAPRIN2",1980202,65981
"HS.400256",1980204,NA
"SEC23B",1980209,10483
"NRXN1",1980221,9378
"LOC649553",1980239,649553
"LOC728188",1980241,728188
"CCNH",1980242,902
"MYO5C",1980246,55930
"LOC100130211",1980253,100130211
"RNF39",1980255,80352
"LOC728460",1980279,728460
"RAD54L",1980291,8438
"FKTN",1980301,2218
"IL8",1980309,3576
"LOC646519",1980327,646519
"KIAA1009",1980338,22832
"HS.133257",1980343,NA
"MGC35361",1980370,222234
"LOC286002",1980373,286002
"GCOM1",1980377,145781
"LOC729225",1980390,729225
"ZNF395",1980403,55893
"LOC647349",1980424,647349
"NKIRAS2",1980427,28511
"FKSG29",1980433,100131561
"HS.160572",1980435,NA
"LOC643686",1980440,643686
"FLG2",1980458,388698
"LOC728660",1980465,728660
"EFHD1",1980484,80303
"ZMAT2",1980500,153527
"RPL6",1980520,6128
"SLC44A2",1980521,57153
"TIRAP",1980528,114609
"HS.7023",1980538,NA
"LOC100132652",1980551,100132652
"ADAM15",1980553,8751
"HOMEZ",1980554,57594
"FANCA",1980563,2175
"LOC653260",1980577,653260
"LOC645058",1980600,645058
"CRYM",1980608,1428
"LRP4",1980609,4038
"ZNF215",1980619,7762
"SMARCA5",1980626,8467
"DNAJA1",1980632,3301
"SNORD68",1980669,606500
"IL1A",1980672,3552
"HS.370110",1980674,NA
"SATB2",1980682,23314
"ATP6V0D2",1980706,245972
"ACSS2",1980709,55902
"F2RL2",1980730,2151
"APOL3",1980750,80833
"SAT2",1980762,112483
"LOC649396",1980767,649396
"LRRC38",1990014,126755
"HS.538951",1990020,NA
"LOC650796",1990025,650796
"LRRC37A4",1990041,55073
"LOC729372",1990050,729372
"POLRMT",1990053,5442
"LOC652659",1990056,652659
"FBXO32",1990079,114907
"HS.555574",1990082,NA
"SORBS1",1990088,10580
"CYB561D1",1990092,284613
"GTPBP5",1990097,26164
"LOC642076",1990102,642076
"TRIM10",1990110,10107
"LOC650496",1990113,650496
"HS.540987",1990121,NA
"LOC440895",1990131,440895
"HS.583090",1990138,NA
"CSRP2",1990152,1466
"CATSPER2",1990170,117155
"HS.133410",1990176,NA
"LOC642981",1990193,642981
"LOC340527",1990202,340527
"TMPO",1990204,7112
"HS.576530",1990209,NA
"HS.576963",1990215,NA
"CALML4",1990224,91860
"CES7",1990246,221223
"TDG",1990253,6996
"MAF1",1990255,84232
"ATP5SL",1990274,55101
"FCGR2A",1990278,2212
"ZNF280D",1990280,54816
"CRADD",1990291,8738
"UBE3A",1990307,7337
"TUBB4Q",1990327,56604
"CXORF59",1990347,286464
"C11ORF44",1990369,283171
"NUDT11",1990386,55190
"RAB3IP",1990390,117177
"SP110",1990397,3431
"FCF1",1990402,51077
"LOC400831",1990414,400831
"HS.570107",1990424,NA
"KIAA1026",1990427,23254
"RMI1",1990433,80010
"PANK2",1990438,80025
"PFN4",1990440,375189
"KIAA0040",1990446,9674
"C6ORF182",1990450,285753
"ADD3",1990468,120
"FAAH",1990471,2166
"GPR176",1990484,11245
"XRN1",1990487,54464
"AK2",1990491,204
"FIG4",1990494,9896
"GPS1",1990520,2873
"IL25",1990538,64806
"UPK3A",1990541,7380
"MLEC",1990546,9761
"SDC3",1990551,9672
"LOC728888",1990553,728888
"SNX14",1990561,57231
"BRP44L",1990563,51660
"PAK1IP1",1990575,55003
"WFDC8",1990576,90199
"HAR1A",1990594,768096
"DZIP1L",1990601,199221
"HS.569956",1990608,NA
"FAM164A",1990615,51101
"HS.540022",1990634,NA
"HS.565395",1990647,NA
"TM9SF1",1990653,10548
"C9ORF135",1990661,138255
"NUP50",1990674,10762
"LOC284648",1990706,284648
"C1ORF63",1990717,57035
"LOC727947",1990722,727947
"UBR2",1990725,23304
"NELL1",1990731,4745
"VCX2",1990736,51480
"RAB28",1990767,9364
"POLE",2000010,5426
"PPP1R12B",2000014,4660
"KLHL8",2000019,57563
"CAMKK2",2000020,10645
"HS.545048",2000035,NA
"SPEF1",2000037,25876
"LOC642765",2000040,642765
"ZNF563",2000041,147837
"LOC647353",2000044,647353
"XKR6",2000048,286046
"CTPS2",2000064,56474
"ISCA1L",2000086,389293
"LOC652875",2000095,652875
"ELL3",2000102,80237
"HFE",2000112,3077
"KRT6B",2000114,3854
"SMARCD1",2000121,6602
"C4BPA",2000128,722
"NPB",2000136,256933
"LOC642197",2000138,642197
"LENG8",2000142,114823
"MGC39900",2000154,286527
"HDAC9",2000156,9734
"LOC100134009",2000161,100134009
"C5ORF20",2000162,140947
"SNORA70B",2000181,100124537
"OSBPL7",2000187,114881
"CUL2",2000193,8453
"VEZT",2000195,55591
"LOC653216",2000196,653216
"MTA2",2000204,9219
"ZSWIM7",2000209,125150
"HEATR6",2000220,63897
"FAM89B",2000224,23625
"FEM1C",2000228,56929
"LOC728707",2000253,728707
"MARVELD3",2000270,91862
"HS.566573",2000278,NA
"C8ORF16",2000286,83735
"PCGF3",2000291,10336
"IFI30",2000300,10437
"DCLRE1B",2000301,64858
"FAM63A",2000324,55793
"TAF6",2000328,6878
"LOC100130000",2000360,100130000
"TMEM156",2000364,80008
"LOC647436",2000367,647436
"ITGA3",2000368,3675
"NR1H4",2000370,9971
"PITX1",2000373,5307
"MARCH1",2000386,55016
"C9ORF61",2000390,9413
"RPAP3",2000392,79657
"HS.562367",2000397,NA
"EIF5",2000398,1983
"CXORF65",2000402,158830
"HS.540472",2000408,NA
"HS.569566",2000424,NA
"LTBP4",2000427,8425
"TMEM159",2000431,57146
"ENSA",2000440,2029
"PNO1",2000450,56902
"PYHIN1",2000451,149628
"NUF2",2000458,83540
"RANBP3",2000465,8498
"IL21R",2000474,50615
"MIR205",2000477,406988
"DDB2",2000482,1643
"GABRG3",2000487,2567
"AFMID",2000497,125061
"SF3B14",2000500,51639
"LOC100134361",2000521,100134361
"C3ORF10",2000546,55845
"LOC221442",2000553,221442
"RPS6KA1",2000576,6195
"RPL17",2000593,6139
"LOC642946",2000601,642946
"TRDMT1",2000603,1787
"INTS2",2000608,57508
"HS.569953",2000612,NA
"SORBS2",2000630,8470
"LOC541469",2000674,541469
"HS.131087",2000682,NA
"HS.266775",2000709,NA
"HS.560387",2000719,NA
"SHOX2",2000739,6474
"KLHL36",2000767,79786
"FAR2",2000768,55711
"LOC440595",2030008,440595
"ZAN",2030017,7455
"HS.544637",2030020,NA
"STMN2",2030026,11075
"LOC100129063",2030040,100129063
"DDEF2",2030041,8853
"C1ORF144",2030044,26099
"HS.294103",2030048,NA
"SCYL3",2030068,57147
"ZNF598",2030070,90850
"PILRA",2030088,29992
"PKM2",2030093,5315
"LOC100133403",2030097,100133403
"HS.429843",2030112,NA
"HS.566643",2030113,NA
"LOC732316",2030121,732316
"LOC653506",2030132,653506
"HS.552423",2030133,NA
"WDR54",2030148,84058
"LOC100133758",2030156,100133758
"CHTF8",2030162,54921
"HS.544721",2030164,NA
"LOC441056",2030167,441056
"HS.546114",2030168,NA
"CARD16",2030170,114769
"HS.559604",2030180,NA
"DOK1",2030204,1796
"LOC100130190",2030224,100130190
"ATG5",2030228,9474
"FTSJ2",2030243,29960
"THSD1P",2030253,374500
"CRLF2",2030255,64109
"LOC647784",2030273,647784
"TAF1",2030274,6872
"PPP2R5D",2030278,5528
"SERINC3",2030279,10955
"CAMK1D",2030280,57118
"JMY",2030286,133746
"LOC652211",2030288,652211
"EDEM1",2030292,9695
"TUBGCP6",2030307,85378
"RFC4",2030315,5984
"DKFZP564O0523",2030327,84060
"PTPN18",2030332,26469
"FAM159A",2030360,348378
"DSCR4",2030364,10281
"LOC648803",2030372,648803
"GLG1",2030376,2734
"FKSG30",2030377,440915
"COPG2",2030386,26958
"CDX2",2030397,1045
"GBA2",2030438,57704
"ANGPTL1",2030450,9068
"ZNF283",2030470,284349
"NBAS",2030474,51594
"HS.470804",2030475,NA
"OTP",2030477,23440
"ADAMTS18",2030487,170692
"PHF14",2030491,9678
"ZNF284",2030519,342909
"PTPN11",2030523,5781
"CUL7",2030541,9820
"GPR27",2030551,2850
"TIMP3",2030577,7078
"TTTY14",2030592,83869
"PARVA",2030594,55742
"CNIH3",2030598,149111
"SDHALP1",2030608,255812
"LOC644584",2030619,644584
"SKA1",2030630,220134
"SCARNA16",2030646,677781
"MIR604",2030671,693189
"RPL32",2030681,6161
"LOC642953",2030692,642953
"KCND3",2030703,3752
"HS.539174",2030719,NA
"PAK6",2030735,56924
"SEPHS2",2030736,22928
"PIGB",2030739,9488
"LOC100133636",2030753,100133636
"GHDC",2030754,84514
"CD48",2030767,962
"LOC339782",2030768,339782
"LOC648403",2060008,648403
"HS.31532",2060014,NA
"ADORA2B",2060040,136
"XYLB",2060044,9942
"B4GALT5",2060047,9334
"LOC652322",2060053,652322
"NOL12",2060064,79159
"MRPS10",2060082,55173
"CLCN7",2060088,1186
"DAG1",2060091,1605
"HS.62645",2060092,NA
"GOLGA9P",2060093,283796
"SLC39A2",2060100,29986
"TDP1",2060110,55775
"CCNYL1",2060112,151195
"FUCA1",2060121,2517
"RBM27",2060133,54439
"LOC644852",2060138,644852
"BAZ2A",2060139,11176
"MRPL50",2060152,54534
"FLJ42289",2060162,388182
"LOC100130483",2060168,100130483
"LOC730990",2060170,730990
"HS.551340",2060176,NA
"TRNAU1AP",2060180,54952
"SNHG8",2060181,100093630
"ATP13A1",2060193,57130
"BAG1",2060195,573
"MMP24",2060201,10893
"HAPLN1",2060202,1404
"EIF3A",2060241,8661
"TTC30A",2060246,92104
"AGL",2060255,178
"PREB",2060274,10113
"HS.577721",2060279,NA
"LOC646966",2060280,646966
"PLP2",2060288,5355
"RSBN1L",2060300,222194
"C14ORF73",2060315,91828
"HS.571403",2060332,NA
"AKAP13",2060341,11214
"CAPN9",2060347,10753
"TLR3",2060377,7098
"LOC652616",2060411,652616
"LOC650261",2060431,650261
"SFRS18",2060433,25957
"MAFB",2060440,9935
"FKSG83",2060446,83954
"PLCB2",2060451,5330
"LOC732138",2060470,732138
"HOXA2",2060471,3199
"AGPAT9",2060477,84803
"LOC100129293",2060484,100129293
"LOC649604",2060528,649604
"LOC148413",2060541,148413
"CDGAP",2060543,57514
"RNY3",2060551,6085
"RBMS1",2060600,5937
"OSGEPL1",2060603,64172
"P2RX4",2060605,5025
"HS.171171",2060608,NA
"MRPL27",2060612,51264
"ARFIP1",2060630,27236
"MRPL20",2060646,55052
"C1ORF120",2060647,388719
"LOC653689",2060670,653689
"LOC100129093",2060673,100129093
"DND1",2060678,373863
"FXYD3",2060687,5349
"HS.441813",2060689,NA
"LOC648415",2060692,648415
"HS.557622",2060706,NA
"GPR125",2060707,166647
"HS.147725",2060736,NA
"PATE2",2060746,399967
"DDHD2",2070010,23259
"UBA6",2070019,55236
"SAV1",2070025,60485
"ICOS",2070037,29851
"PARP10",2070059,84875
"HS.575479",2070075,NA
"HLA-G",2070088,3135
"HIF1AN",2070095,55662
"ST6GALNAC3",2070100,256435
"LOC100133695",2070102,100133695
"SIGLEC12",2070113,89858
"HS.581788",2070128,NA
"HS.541863",2070132,NA
"ERGIC1",2070138,57222
"TRIM13",2070142,10206
"ZNF655",2070148,79027
"ZNF137",2070152,7696
"BZW1",2070162,9689
"CCDC127",2070164,133957
"CX3CR1",2070168,1524
"UBE2L6",2070170,9246
"NTHL1",2070184,4913
"LOC100133473",2070192,100133473
"LOC100128805",2070193,100128805
"SNAPC4",2070195,6621
"BTAF1",2070209,9044
"ZHX1",2070215,11244
"BUB1",2070224,699
"SLC2A4RG",2070243,56731
"PIGV",2070279,55650
"HS.527071",2070280,NA
"PGM1",2070291,5236
"EMX2",2070307,2018
"OSGIN2",2070309,734
"LOC285741",2070324,285741
"HS.562197",2070326,NA
"MUC3B",2070327,57876
"UEVLD",2070332,55293
"SNRPB",2070349,6628
"FAM169A",2070358,26049
"DENND5A",2070373,23258
"SLFN12",2070392,55106
"ALAD",2070397,210
"CYSLTR1",2070402,10800
"CABLES2",2070403,81928
"HS.439031",2070445,NA
"PAQR8",2070451,85315
"HS.434335",2070471,NA
"ZFP41",2070484,286128
"PRC1",2070494,9055
"CGB7",2070504,94027
"CDCA7",2070520,83879
"NAGA",2070523,4668
"CCDC124",2070537,115098
"RPLP0P2",2070541,113157
"LOC139431",2070544,139431
"TENC1",2070553,23371
"KIR2DS5",2070561,3810
"TOMM6",2070564,100188893
"ALCAM",2070575,214
"PPAPDC1A",2070592,196051
"HIATL2",2070598,84278
"ACAT1",2070605,38
"GALC",2070647,2581
"POU2F3",2070661,25833
"CCDC56",2070674,28958
"LOC642843",2070678,642843
"PML",2070682,5371
"SLC38A1",2070687,81539
"KRIT1",2070706,889
"AFMID",2070707,125061
"MIR505",2070722,574508
"TMEM116",2070736,89894
"ZNF770",2070747,54989
"LOC645961",2070750,645961
"PRDM10",2070753,56980
"HS.131598",2070762,NA
"RAB37",2100025,326624
"LOC729028",2100040,729028
"FLJ21687",2100047,79917
"IGHMBP2",2100050,3508
"LOC646686",2100066,646686
"LOC653664",2100082,653664
"DEFB128",2100091,245939
"FAM19A3",2100093,284467
"CRNN",2100132,49860
"CIR1",2100136,9541
"HS.580058",2100164,NA
"HS.579479",2100168,NA
"LOC648645",2100193,648645
"ISG15",2100196,9636
"KIAA1274",2100201,27143
"FAM24B",2100209,196792
"JAKMIP2",2100253,9832
"ACCN1",2100255,40
"EEF1A1",2100273,1915
"NAPSA",2100296,9476
"XPNPEP3",2100309,63929
"TFIP11",2100332,24144
"ZFP1",2100333,162239
"C14ORF2",2100341,9556
"WDTC1",2100343,23038
"ZNF384",2100347,171017
"NANOS1",2100367,340719
"GOLT1B",2100368,51026
"DUSP5P",2100373,574029
"C11ORF47",2100386,283294
"PRMT7",2100402,54496
"FBXO11",2100427,80204
"RCN3",2100431,57333
"GMEB2",2100437,26205
"LOC729010",2100458,729010
"STAT3",2100484,6774
"IPP",2100519,3652
"SPG11",2100524,80208
"PKNOX1",2100537,5316
"ALDH8A1",2100546,64577
"RPUSD4",2100608,84881
"EZR",2100612,7430
"LOC652489",2100615,652489
"ALS2CR12",2100626,130540
"MLL5",2100653,55904
"CD177",2100670,57126
"SORCS1",2100706,114815
"TMEM41A",2100709,90407
"VAMP4",2100722,8674
