"Gene","ILLUMINA_PROBE_ID","EntrezId"
"L1TD1",5490358,54596
"ATP2A1",5490360,487
"LOC651576",5490364,651576
"MAGEA6",5490367,4105
"LOC100127952",5490386,100127952
"ZGPAT",5490390,84619
"ZNF580",5490402,51157
"CD1E",5490403,913
"CEBPD",5490408,1052
"CCDC22",5490411,28952
"TNP1",5490427,7141
"SAT1",5490431,6303
"LOC727773",5490435,727773
"PPP1R14C",5490437,81706
"RCADH5",5490440,642443
"HLA-DPB2",5490446,3116
"SH2D3A",5490452,10045
"SNORD14A",5490458,26822
"CCDC62",5490463,84660
"MX2",5490470,4600
"EBPL",5490477,84650
"RABL5",5490484,64792
"LOC100132774",5490520,100132774
"TBC1D22A",5490523,25771
"SPG3A",5490528,51062
"LOC642787",5490543,642787
"SLC30A1",5490546,7779
"LOC645304",5490564,645304
"SULT1A4",5490594,445329
"TMEM145",5490598,284339
"SLC40A1",5490601,30061
"ARHGAP12",5490612,94134
"SUMF1",5490626,285362
"LOC401098",5490632,401098
"CACYBP",5490634,27101
"DMAP1",5490646,55929
"B3GALNT1",5490672,8706
"POLR3GL",5490703,84265
"ENTPD8",5490717,377841
"FCAMR",5490719,83953
"HNRNPA2B1",5490739,3181
"RELA",5490750,5970
"NAALAD2",5490753,10003
"TARS2",5550014,80222
"GPRC5D",5550019,55507
"PACS2",5550025,23241
"RBM15B",5550026,29890
"MOCS2",5550053,4338
"MRPL21",5550056,219927
"ZNF195",5550068,7748
"LSM6",5550070,11157
"ISM1",5550092,140862
"LOC648293",5550095,648293
"LOC440563",5550097,440563
"OVOS",5550102,408186
"LOC728348",5550110,728348
"LOC650845",5550112,650845
"LOC729340",5550113,729340
"LOC646448",5550129,646448
"TFG",5550133,10342
"HS.186848",5550181,NA
"F8",5550193,2157
"C6ORF167",5550195,253714
"TBC1D3H",5550241,727735
"HS.554608",5550242,NA
"RBM4",5550246,5936
"MFN2",5550253,9927
"LOC387856",5550259,387856
"IRX1",5550270,79192
"ICAM3",5550278,3385
"ENTPD1",5550279,953
"AMY1B",5550288,277
"KLB",5550292,152831
"OSBP",5550296,5007
"PTGFRN",5550332,5738
"KLRC1",5550341,3821
"PDCL",5550343,5082
"ICMT",5550348,23463
"EXOSC8",5550356,11340
"ADPRH",5550369,141
"SDR42E1",5550370,93517
"LOC399804",5550376,399804
"NDUFB11",5550377,54539
"CAV1",5550379,857
"C20ORF107",5550392,388799
"APOL6",5550397,80830
"AXIN1",5550398,8312
"TMED3",5550408,23423
"LOC648615",5550433,648615
"AGTR2",5550437,186
"FLJ22795",5550445,80154
"KCNMA1",5550452,3778
"ZNF10",5550497,7556
"LOC650628",5550520,650628
"ZDHHC13",5550524,54503
"AKR1A1",5550543,10327
"MTRF1L",5550564,54516
"LOC728661",5550592,728661
"LOC441632",5550605,441632
"IKZF4",5550608,64375
"LOC100129055",5550609,100129055
"BRP44",5550612,25874
"LOC440354",5550615,440354
"BEX1",5550634,55859
"ALG11",5550647,440138
"LOC729362",5550678,729362
"CASP6",5550709,839
"LOC646276",5550717,646276
"C3ORF50",5550731,93556
"GSTM2",5550735,2946
"LOC644880",5550739,644880
"LOC730051",5550743,730051
"HS.294603",5550768,NA
"GTF2IRD2B",5560026,389524
"LOC646282",5560040,646282
"XRCC4",5560044,7518
"BSPRY",5560050,54836
"UBE3A",5560059,7337
"MFGE8",5560075,4240
"GPBAR1",5560079,151306
"UBXN7",5560088,26043
"SNAP47",5560100,116841
"DLG4",5560110,1742
"RNMTL1",5560112,55178
"ATOX1",5560131,475
"TMC8",5560133,147138
"RAP1GDS1",5560139,5910
"ANKRD40",5560142,91369
"MLXIPL",5560148,51085
"FOXP2",5560168,93986
"SEC31A",5560180,22872
"LOC644973",5560181,644973
"ANKRD26",5560189,22852
"BCAS4",5560193,55653
"DDX6",5560209,1656
"STARD10",5560221,10809
"DST",5560241,667
"TPM1",5560246,7168
"LOC642897",5560253,642897
"PTRH2",5560255,51651
"CARD17",5560270,440068
"BTBD9",5560273,114781
"SCAND2",5560278,54581
"LOC728069",5560279,728069
"SAMD14",5560280,201191
"COL5A3",5560300,50509
"ZNF37A",5560301,7587
"DHRS4",5560307,10901
"IVNS1ABP",5560338,10625
"UPF2",5560347,26019
"RPS11",5560349,6205
"RIPK5",5560360,25778
"OSTALPHA",5560364,200931
"EPHA10",5560367,284656
"ALDH3A1",5560369,218
"MRI1",5560370,84245
"DCTN1",5560372,1639
"DEGS1",5560398,8560
"SLC14A1",5560400,6563
"TMEM171",5560408,134285
"ZNF212",5560411,7988
"HS.409403",5560431,NA
"LOC652710",5560437,652710
"EIF2C4",5560438,192670
"NONO",5560445,4841
"FBXO44",5560451,93611
"HS.564884",5560463,NA
"LOC649723",5560477,649723
"DNAJB12",5560484,54788
"SLC35A2",5560487,7355
"KCTD12",5560500,115207
"TIAL1",5560504,7073
"RELT",5560520,84957
"LOC283788",5560523,283788
"C3ORF33",5560537,285315
"SKIV2L",5560541,6499
"HS.551538",5560544,NA
"LOC148137",5560546,148137
"LOC100133293",5560551,100133293
"LOC100131982",5560553,100131982
"NEDD4",5560576,4734
"SULT1A3",5560603,6818
"LOC648605",5560609,648605
"PSD3",5560630,23362
"KRT10",5560682,3858
"C6ORF120",5560703,387263
"LOC651957",5560707,651957
"SATL1",5560711,340562
"WDR63",5560730,126820
"KIR3DL2",5560731,3812
"LOC645133",5560735,645133
"COL11A1",5560739,1301
"ERC1",5560746,23085
"LOC100133803",5560747,100133803
"LOC648585",5560762,648585
"PYCARD",5570008,29108
"CKMT1B",5570021,1159
"AKT2",5570041,208
"ERLIN2",5570048,11160
"PBLD",5570050,64081
"PCDH1",5570053,5097
"KCNN3",5570068,3782
"PLA2G2D",5570070,26279
"HS.544707",5570086,NA
"DKK1",5570102,22943
"SKCG-1",5570112,100049615
"GADD45G",5570114,10912
"ITGBL1",5570129,9358
"LOC646521",5570138,646521
"QPCT",5570139,25797
"CEP78",5570142,84131
"FLJ31813",5570154,326332
"LOC100130960",5570156,100130960
"HS.151172",5570164,NA
"LOC646381",5570168,646381
"BPY2B",5570176,442867
"LCK",5570180,3932
"S1PR3",5570187,1903
"SLC26A10",5570189,65012
"BRWD1",5570195,54014
"ACTR2",5570196,10097
"ING3",5570204,54556
"C17ORF63",5570224,55731
"PFKL",5570242,5211
"LOC390378",5570243,390378
"DISP1",5570246,84976
"GYS1",5570270,2997
"TACC2",5570286,10579
"DTL",5570296,51514
"C10ORF78",5570300,119392
"THOC1",5570309,9984
"C2ORF58",5570315,285154
"BMP1",5570324,649
"CAPN14",5570326,440854
"TWISTNB",5570343,221830
"SCG3",5570364,29106
"FAM50B",5570376,26240
"FCGR1C",5570398,100132417
"HS.333703",5570414,NA
"PTGFR",5570433,5737
"BBS12",5570435,166379
"LOC391703",5570441,391703
"PRR5",5570445,55615
"ADPRHL1",5570446,113622
"TANK",5570463,10010
"ZNF528",5570474,84436
"ERCC-00126",5570482,NA
"MRPL33",5570494,9553
"LOC401397",5570519,401397
"C1ORF159",5570523,54991
"LRRC42",5570524,115353
"SFRS17A",5570538,8227
"AFTPH",5570543,54812
"LOC728150",5570551,728150
"HIATL1",5570563,84641
"KIAA1751",5570593,85452
"STXBP3",5570594,6814
"FTSJD1",5570615,55783
"DNAJB14",5570626,79982
"LOC401533",5570632,401533
"LOC645693",5570634,645693
"HNRNPF",5570639,3185
"TM7SF2",5570653,7108
"RPS27L",5570678,51065
"XAGE1",5570689,9503
"IDO1",5570711,3620
"MIR548K",5570717,100313770
"LOC729350",5570719,729350
"PDE4C",5570722,5143
"C21ORF49",5570747,54067
"LOC401286",5570753,401286
"DNPEP",5570754,23549
"LOC651643",5570762,651643
"HOXA11AS",5570768,221883
"HS.542928",5670008,NA
"PROX2",5670010,283571
"LOC649186",5670019,649186
"KRTAP10-3",5670022,386682
"MUTYH",5670037,4595
"LOC100134407",5670039,100134407
"LOC648855",5670053,648855
"HS.566820",5670056,NA
"NRM",5670059,11270
"HS.543151",5670066,NA
"C21ORF66",5670072,94104
"PAFAH1B1",5670075,5048
"LOC399744",5670091,399744
"ECHS1",5670093,1892
"TCN2",5670100,6948
"ANKRD27",5670112,84079
"TTC32",5670114,130502
"NLRP7",5670129,199713
"LOC283767",5670131,283767
"TMEM149",5670139,79713
"LOC100132535",5670142,100132535
"GRIP2",5670161,80852
"RWDD4A",5670164,201965
"DGCR2",5670167,9993
"LOC339843",5670168,339843
"C12ORF53",5670170,196500
"LOC642003",5670176,642003
"DKFZP686O24166",5670187,374383
"RDM1",5670192,201299
"RTN1",5670195,6252
"HS.443534",5670196,NA
"LOC139363",5670209,139363
"HSFYP1",5670224,27437
"FLJ33706",5670240,284805
"STAU1",5670241,6780
"SEMA3C",5670246,10512
"LOC728755",5670280,728755
"IFT88",5670288,8100
"RIN3",5670301,79890
"LSM7",5670315,51690
"UGT1A6",5670328,54578
"ROCK2",5670333,9475
"LOC729335",5670360,729335
"PHLDA1",5670367,22822
"SLC39A1",5670368,27173
"TCEB1P3",5670386,644540
"SNX33",5670390,257364
"LOC729148",5670397,729148
"EDEM3",5670398,80267
"PEPD",5670400,5184
"HS.580480",5670411,NA
"LOC100128510",5670431,100128510
"LOC285205",5670433,285205
"DMC1",5670435,11144
"DHX37",5670438,57647
"TNFRSF9",5670440,3604
"FSD2",5670441,123722
"LOC644863",5670445,644863
"FLJ36144",5670446,283685
"IL18BP",5670463,10068
"ADM",5670465,133
"EIF5",5670468,1983
"KIAA0564",5670470,23078
"C1ORF89",5670471,79363
"LOC647447",5670474,647447
"USP14",5670482,9097
"HS.156349",5670491,NA
"ARL15",5670494,54622
"TBC1D12",5670500,23232
"TBC1D3I",5670537,643947
"LOC401588",5670541,401588
"PAMR1",5670543,25891
"LOC653297",5670563,653297
"TSPAN31",5670577,6302
"NMB",5670594,4828
"PPP1R15B",5670609,84919
"LOC652417",5670634,652417
"ZFP57",5670646,346171
"MGC40069",5670653,348035
"MGC71993",5670661,440400
"LPCAT4",5670669,254531
"GUSBL1",5670672,387036
"HS.579904",5670681,NA
"FLJ32255",5670682,643977
"PLLP",5670687,51090
"C6ORF176",5670703,90632
"IL10RB",5670719,3588
"MARCH2",5670735,51257
"GAGE12E",5670743,729431
"RNU1F1",5670753,26866
"HS.153248",5690010,NA
"HS.532720",5690020,NA
"HS.539450",5690025,NA
"LOC100131169",5690039,100131169
"TK2",5690053,7084
"XBP1",5690066,7494
"LOC652388",5690068,652388
"HSGT1",5690075,11319
"AGXT2L2",5690082,85007
"LOC647630",5690091,647630
"ATOH7",5690092,220202
"GDF10",5690095,2662
"ERO1LB",5690112,56605
"NUFIP2",5690113,57532
"CCDC101",5690131,112869
"FAM195A",5690132,84331
"BMP2KL",5690133,347359
"REPS2",5690148,9185
"CDC2L2",5690152,985
"HS.538221",5690161,NA
"KIAA1967",5690162,57805
"LOC152217",5690170,152217
"KIAA1712",5690181,80817
"EPB42",5690187,2038
"LOC651212",5690195,651212
"AKIRIN2",5690202,55122
"LCE2C",5690224,353140
"TRIL",5690239,9865
"HS.537608",5690243,NA
"SPIRE1",5690246,56907
"GPRC5A",5690270,9052
"DHX34",5690273,9704
"MCM6",5690274,4175
"C8ORF47",5690278,203111
"FARS2",5690279,10667
"LOC440917",5690288,440917
"LOC642590",5690291,642590
"FAM91A2",5690296,57234
"BAI3",5690301,577
"DENND4B",5690324,9909
"KCNQ4",5690332,9132
"TMEM5",5690358,10329
"LOC100131205",5690369,100131205
"HS.566647",5690379,NA
"LOC642590",5690397,642590
"CLOCK",5690402,9575
"LOC645550",5690403,645550
"IRX3",5690408,79191
"LOC729629",5690424,729629
"LOC653891",5690433,653891
"GABPAP",5690435,8327
"ILF2",5690437,3608
"C11ORF80",5690463,79703
"LOC100134774",5690465,100134774
"LOC644865",5690474,644865
"LAYN",5690475,143903
"MED7",5690487,9443
"SLCO3A1",5690491,28232
"GALNT2",5690500,2590
"PLTP",5690519,5360
"CHMP6",5690520,79643
"FLJ25006",5690521,124923
"RNASEH2C",5690523,84153
"EPS8L1",5690544,54869
"HADHA",5690553,3030
"PPM1D",5690554,8493
"PSPC1",5690563,55269
"HS.533945",5690564,NA
"TLE6",5690592,79816
"ICOSLG",5690603,23308
"POLH",5690608,5429
"LOC121952",5690615,121952
"FBLN5",5690639,10516
"SLC44A4",5690647,80736
"GOLGA8B",5690671,440270
"OR11H1",5690673,81061
"CTGF",5690687,1490
"HS.542384",5690692,NA
"LOC644248",5690706,644248
"TMEM134",5690711,80194
"P11",5690747,8909
"GALT",5690750,2592
"CLEC4E",5690753,26253
"FAM18B",5690762,51030
"LOC647134",5690767,647134
"TIE1",5700008,7075
"BTBD15",5700020,29068
"HSD17B8",5700056,7923
"FAM114A1",5700066,92689
"TRPM2",5700068,7226
"CENPK",5700086,64105
"KLF11",5700088,8462
"ALDH1A2",5700102,8854
"HS.409512",5700110,NA
"HS.209882",5700129,NA
"HS.576524",5700133,NA
"LOC100093631",5700139,100093631
"FDFT1",5700142,2222
"TP63",5700152,8626
"ZCCHC16",5700162,340595
"POLR1C",5700167,9533
"HS.567127",5700184,NA
"C14ORF100",5700196,51528
"DAPK1",5700220,1612
"LIN7C",5700243,55327
"HS.560459",5700246,NA
"KLHL34",5700253,257240
"RAB3GAP2",5700273,25782
"GARS",5700278,2617
"PRIM2",5700279,5558
"LOC646030",5700288,646030
"C14ORF129",5700301,51527
"FAHD2B",5700309,151313
"UBL4A",5700324,8266
"PPP1R2P3",5700328,153743
"HS.565001",5700341,NA
"LOC100133760",5700347,100133760
"VPS28",5700348,51160
"TRIP13",5700373,9319
"NAP1L2",5700382,4674
"LOC654000",5700392,654000
"FAM48A",5700424,55578
"WDR90",5700431,197335
"PDE7A",5700440,5150
"FKBP9L",5700451,360132
"SRGAP2",5700468,23380
"HIST1H2AG",5700494,8969
"PRMT5",5700520,10419
"C2ORF29",5700523,55571
"LOC653394",5700537,653394
"PSEN1",5700538,5663
"HS.544325",5700544,NA
"CCL4L2",5700551,388372
"FAM118B",5700561,79607
"SEPHS1",5700612,22929
"LOC100129552",5700615,100129552
"SNORD12B",5700634,100113393
"CRTAP",5700646,10491
"EIF2B3",5700647,8891
"WDR55",5700669,54853
"TGOLN2",5700672,10618
"LOC143543",5700681,143543
"CEP250",5700689,11190
"SPRED1",5700707,161742
"TSSC1",5700722,7260
"EPSTI1",5700725,94240
"PARP9",5700735,83666
"LOC729081",5700736,729081
"LARP7",5700739,51574
"EED",5700743,8726
"DCBLD1",5700747,285761
"PPP1CB",5720017,5500
"HS.576968",5720019,NA
"HS.120193",5720037,NA
"CMTM4",5720050,146223
"PIP5K1B",5720066,8395
"THAP6",5720070,152815
"ZNF234",5720072,10780
"RAB6A",5720091,5870
"ZNF562",5720100,54811
"C7ORF55",5720102,154791
"LOC645001",5720110,645001
"TOM1L1",5720112,10040
"NFIX",5720129,4784
"C9ORF91",5720131,203197
"RBBP8",5720133,5932
"RAB34",5720136,83871
"DDX12",5720152,440081
"ZBTB48",5720154,3104
"ADH5",5720161,128
"FZD2",5720180,2535
"KLF10",5720184,7071
"HS.564673",5720187,NA
"FANCE",5720192,2178
"THAP2",5720224,83591
"HS.44811",5720242,NA
"AQP7P2",5720246,389756
"FAM26E",5720274,254228
"SNHG1",5720278,23642
"HS.537004",5720292,NA
"G3BP1",5720300,10146
"PSMA3",5720327,5684
"CPSF4",5720347,10898
"STARD7",5720360,56910
"TMEM183B",5720364,653659
"ANO9",5720373,338440
"SERHL",5720379,94009
"RAB15",5720392,376267
"ZNF409",5720408,22830
"C1ORF123",5720414,54987
"WRN",5720433,7486
"LOC493869",5720438,493869
"RARB",5720441,5915
"TMCO6",5720474,55374
"HERC5",5720482,51191
"SNHG6",5720520,641638
"HIST1H2AB",5720521,8335
"ADRA2A",5720523,150
"GGT2",5720524,728441
"ACPL2",5720537,92370
"IPO7",5720538,10527
"RAB37",5720544,326624
"HS.534997",5720546,NA
"SFXN2",5720553,118980
"CPSF3",5720564,51692
"C10ORF114",5720575,399726
"MYO1B",5720598,4430
"HS.306394",5720601,NA
"HS.548787",5720603,NA
"TSC1",5720605,7248
"DYNC2LI1",5720609,51626
"TNNC2",5720630,7125
"PPP1R1B",5720639,84152
"PKLR",5720646,5313
"LOC441728",5720653,441728
"AK2",5720669,204
"TMEM218",5720670,219854
"LOC649379",5720671,649379
"TMEM176A",5720682,55365
"GRM5",5720687,2915
"HS.566280",5720689,NA
"COL13A1",5720692,1305
"AKTIP",5720703,64400
"HS.540121",5720709,NA
"JAG1",5720735,182
"LOC650840",5720739,650840
"LOC441775",5720747,441775
"LOC440061",5720750,440061
"HS.407903",5720768,NA
"DLGAP4",5810008,22839
"IL28RA",5810019,163702
"MLKL",5810022,197259
"CDC14A",5810044,8556
"LOC100134272",5810048,100134272
"SNORD32B",5810056,692092
"HS.18849",5810059,NA
"LOC650677",5810066,650677
"SIPA1",5810068,6494
"CCDC152",5810079,100129792
"PHOSPHO2",5810086,493911
"AURKAIP1",5810088,54998
"RAB4A",5810097,5867
"RPS8",5810129,6202
"LOC646372",5810138,646372
"CITED4",5810142,163732
"ALOX15B",5810154,247
"HS.574140",5810164,NA
"COMMD5",5810168,28991
"RASSF5",5810176,83593
"ATP2A2",5810189,488
"TECPR1",5810196,25851
"ZNF593",5810201,51042
"CDK10",5810220,8558
"LOC100132108",5810239,100132108
"HS.569542",5810240,NA
"POLA1",5810253,5422
"LOC650566",5810259,650566
"C5ORF53",5810273,492311
"LOC643384",5810288,643384
"LOC728229",5810289,728229
"METT11D1",5810292,64745
"ARVCF",5810301,421
"SIRPB2",5810309,284759
"LOC100132787",5810315,100132787
"HS.132453",5810341,NA
"TTLL5",5810347,23093
"N4BP2",5810367,55728
"LOC100132541",5810369,100132541
"FAM127B",5810373,26071
"TPSAB1",5810386,7177
"SPI1",5810398,6688
"CYB5A",5810414,1528
"C1RL",5810424,51279
"HS.560899",5810431,NA
"HNRNPAB",5810440,3182
"GTF2F1",5810452,2962
"ARHGAP28",5810458,79822
"LOC401630",5810463,401630
"PTPRS",5810474,5802
"FLJ23584",5810475,79640
"SLC38A8",5810487,146167
"METRNL",5810504,284207
"SNORD94",5810520,692225
"LOC728115",5810544,728115
"SPRR2E",5810546,6704
"CMBL",5810564,134147
"FGA",5810577,2243
"CCNI",5810605,10983
"TADA1L",5810619,117143
"PIGP",5810630,51227
"C22ORF28",5810632,51493
"TDO2",5810634,6999
"C7ORF50",5810671,84310
"SIX5",5810672,147912
"ATPAF1",5810673,64756
"RENBP",5810678,5973
"ZNF788",5810682,388507
"HDLBP",5810706,3069
"LGALS7B",5810707,653499
"LOC644330",5810709,644330
"LOC100134322",5810717,100134322
"CIDEB",5810719,27141
"LOC646996",5810735,646996
"STGC3",5810739,474171
"CBR4",5810750,84869
"PGM5",5810762,5239
"ZNF446",5810767,55663
"TMEM25",5820008,84866
"IRGQ",5820014,126298
"NFE2L3",5820035,9603
"HHIP",5820039,64399
"PRIMA1",5820044,145270
"LOC730455",5820048,730455
"EIF2A",5820068,83939
"FAM135A",5820113,57579
"PABPC1",5820129,26986
"AKIRIN1",5820133,79647
"HUS1",5820136,3364
"ACSF3",5820142,197322
"HS.543052",5820156,NA
"CYB5RL",5820164,606495
"NF2",5820168,4771
"HS.560357",5820180,NA
"SCCPDH",5820187,51097
"MIR125B2",5820192,406912
"TYRO3",5820193,7301
"CLCNKA",5820195,1187
"LOC644131",5820202,644131
"PAOX",5820242,196743
"HSPC171",5820255,29100
"HS.282800",5820273,NA
"LOC100133033",5820274,100133033
"LOC729217",5820279,729217
"KRT9",5820291,3857
"COPZ2",5820292,51226
"ST5",5820309,6764
"SNRK",5820338,54861
"ERCC5",5820343,2073
"IMAA",5820360,387254
"ALDH6A1",5820373,4329
"ABI2",5820379,10152
"CCT6A",5820392,908
"LOC100129681",5820424,100129681
"PDIK1L",5820427,149420
"LOC649174",5820435,649174
"LAD1",5820450,3898
"PICALM",5820463,8301
"C14ORF149",5820471,112849
"TNFAIP8L3",5820474,388121
"LOC153684",5820482,153684
"ZNF177",5820494,7730
"BCL7C",5820520,9274
"LOC642559",5820538,642559
"CDH13",5820563,1012
"ZC3H4",5820608,23211
"HNRPK",5820619,3190
"LOC644816",5820630,644816
"CALCOCO2",5820646,10241
"HIC2",5820672,23119
"PBX2",5820681,5089
"BRCA1",5820703,672
"LOC642313",5820706,642313
"LOC652330",5820707,652330
"ZNF426",5820719,79088
"LOC643665",5820730,643665
"LOC138652",5820731,138652
"LOC647987",5820746,647987
"RBCK1",5820753,10616
"HIST1H2AJ",5820754,8331
"CDS1",5860010,1040
"THUMPD3",5860020,25917
"LOC646533",5860025,646533
"CRKRS",5860048,51755
"ZAP70",5860068,7535
"CAMP",5860075,820
"NLF2",5860093,388125
"LOC729259",5860097,729259
"RABL3",5860110,285282
"FGFRL1",5860112,53834
"LOC728139",5860136,728139
"NBR1",5860139,4077
"LOC643873",5860142,643873
"SHROOM1",5860154,134549
"C22ORF39",5860156,128977
"HS.540642",5860161,NA
"ATP5J",5860162,522
"LOC651914",5860202,651914
"ABHD5",5860215,51099
"FAM160A2",5860243,84067
"AHI1",5860253,54806
"ALAS1",5860278,211
"RAB10",5860279,10890
"UNC13A",5860280,23025
"KRT5",5860289,3852
"PRKAB2",5860307,5565
"FHL5",5860333,9457
"INPP4A",5860343,3631
"AKR1D1",5860347,6718
"PTPRM",5860356,5797
"KIAA0564",5860369,23078
"SIGIRR",5860373,59307
"HS.96672",5860379,NA
"C8ORF48",5860392,157773
"ABR",5860431,29
"HS.538804",5860438,NA
"LOC100133503",5860440,100133503
"SRI",5860445,6717
"BNIP1",5860452,662
"LOC100132829",5860475,100132829
"MIR940",5860484,100126328
"SLC15A1",5860491,6564
"SLC30A1",5860521,7779
"EFCAB2",5860524,84288
"LEFTY1",5860528,10637
"LOC646823",5860537,646823
"PUS10",5860544,150962
"ZNF22",5860546,7570
"BTNL8",5860551,79908
"APPL1",5860554,26060
"NARS2",5860592,79731
"ATP9A",5860603,10079
"PDCD6IP",5860605,10015
"LOC728326",5860612,728326
"MRPS11",5860626,64963
"FAM163B",5860653,642968
"PRODH",5860689,5625
"FLJ39739",5860692,388685
"SAAL1",5860707,113174
"C9ORF9",5860709,11092
"LOC647013",5860719,647013
"MIR155HG",5860722,114614
"LOC100128977",5860725,100128977
"ZFAND6",5860730,54469
"C6ORF62",5860754,81688
"SPINT1",5860767,6692
"LOC647677",5870017,647677
"HSPA12A",5870019,259217
"LOC653489",5870048,653489
"FLJ13305",5870072,84140
"FAM197Y2",5870079,252946
"VSTM2A",5870091,222008
"PKP4",5870100,8502
"SPG7",5870121,6687
"CFTR",5870131,1080
"VWF",5870138,7450
"ZCCHC4",5870156,29063
"LOC100130701",5870161,100130701
"SLA",5870164,6503
"LOC648608",5870168,648608
"KIAA1632",5870176,57724
"ZNF277",5870180,11179
"SP110",5870184,3431
"SKAP1",5870192,8631
"FLJ27354",5870196,400761
"GOLPH4",5870221,27333
"ADSL",5870228,158
"LOC100134440",5870259,100134440
"PTPRA",5870273,5786
"SLC25A35",5870280,399512
"SLC13A2",5870291,9058
"LOC440359",5870307,440359
"LOC643342",5870324,643342
"SLC2A8",5870326,29988
"LOC642691",5870341,642691
"HS.371300",5870368,NA
"LOC100128556",5870376,100128556
"TEX261",5870382,113419
"TOP1MT",5870390,116447
"LOC645249",5870392,645249
"C1ORF137",5870402,388667
"CEPT1",5870403,10390
"NSUN7",5870431,79730
"LOC100133840",5870437,100133840
"MAP3K7IP3",5870438,257397
"LOC644517",5870445,644517
"ATP5G1",5870446,516
"LOC100130624",5870451,100130624
"HS.553070",5870465,NA
"RBMS2P",5870468,643427
"SNORA62",5870475,6044
"KDM5B",5870482,10765
"HS.574414",5870484,NA
"CYP39A1",5870491,51302
"LOC646146",5870520,646146
"SERPINA12",5870528,145264
"OR2M3",5870551,127062
"PTPRF",5870553,5792
"OR2J3",5870592,442186
"SENP6",5870593,26054
"MIR371",5870598,442916
"UBP1",5870600,7342
"LOC100129795",5870601,100129795
"HS.145049",5870605,NA
"TM9SF2",5870632,9375
"FER1L5",5870647,90342
"KLF11",5870673,8462
"LOC441763",5870678,441763
"HS.537742",5870682,NA
"IL6R",5870685,3570
"ZNF629",5870687,23361
"HS.552896",5870735,NA
"MEMO1",5870736,51072
"GSTTP2",5870747,653399
"CAB39L",5890010,81617
"IGSF11",5890021,152404
"ZDHHC17",5890047,23390
"SLC22A7",5890070,10864
"TRAPPC9",5890072,83696
"TMEM59L",5890082,25789
"DUSP26",5890091,78986
"STX19",5890100,415117
"ENOPH1",5890102,58478
"MED13",5890110,9969
"PDXK",5890131,8566
"LOC100132839",5890148,100132839
"C10ORF68",5890162,79741
"TMLHE",5890168,55217
"C15ORF34",5890181,80072
"GJD3",5890189,125111
"LOC728971",5890196,728971
"LECT1",5890215,11061
"LOC728312",5890255,728312
"RAC3",5890273,5881
"VEGFB",5890288,7423
"ZFYVE9",5890315,9372
"HS.284464",5890358,NA
"LRRC8A",5890364,56262
"C16ORF38",5890382,390667
"LOC399753",5890433,399753
"PC",5890435,5091
"PKP4",5890440,8502
"ATP6V1E1",5890450,529
"C14ORF43",5890468,91748
"CCR6",5890470,1235
"SNORA32",5890477,692063
"TPCN2",5890487,219931
"HS.542687",5890491,NA
"PPIAL4A",5890528,164022
"FEM1A",5890538,55527
"H2AFB1",5890541,474382
"FAM126A",5890561,84668
"RFX6",5890563,222546
"ANKDD1A",5890564,348094
"FIGNL1",5890593,63979
"HS.209244",5890594,NA
"WDHD1",5890600,11169
"FAM109A",5890605,144717
"C14ORF129",5890608,51527
"ASPH",5890619,444
"MTPN",5890630,136319
"AURKC",5890634,6795
"CDKN1C",5890653,1028
"PRPSAP2",5890669,5636
"LOC100131460",5890670,100131460
"SNORD100",5890692,594838
"CACYBP",5890736,27101
"SS18",5890753,6760
"HS.547293",5890754,NA
"NFIC",5890768,4782
"KLK11",5900008,11012
"HS.541654",5900010,NA
"DIAPH3",5900017,81624
"LOH12CR1",5900035,118426
"EPB41",5900044,2035
"LOC653800",5900050,653800
"ZNF652",5900053,22834
"RGR",5900068,5995
"LOC653421",5900072,653421
"LOC642154",5900086,642154
"BCR",5900100,613
"CCDC16",5900112,91603
"SYNJ1",5900114,8867
"LOC391817",5900128,391817
"LOC729222",5900132,729222
"LOC90624",5900133,90624
"FOXO6",5900142,100132074
"ZNF716",5900176,441234
"HUS1B",5900187,135458
"PDE1A",5900189,5136
"HS.47702",5900215,NA
"MRPL18",5900240,29074
"LOC100128771",5900241,100128771
"BATF3",5900253,55509
"LOC728689",5900255,728689
"FOXD4L4",5900270,349334
"C19ORF64",5900296,100113377
"MRPL27",5900307,51264
"LOC653711",5900326,653711
"HS.309493",5900328,NA
"SLC22A14",5900348,9389
"FLJ41603",5900367,389337
"LOC729954",5900370,729954
"LOC389141",5900373,389141
"PCDH20",5900376,64881
"SRP14",5900379,6727
"FAIM",5900398,55179
"FUZ",5900414,80199
"KIF20B",5900433,9585
"TAOK1",5900435,57551
"ARFGAP1",5900445,55738
"CHST7",5900452,56548
"C9ORF144",5900463,389715
"PTGER2",5900471,5732
"PYGO2",5900474,90780
"LMBRD2",5900477,92255
"HMGB2",5900482,3148
"ZNF34",5900491,80778
"IFT20",5900494,90410
"C6ORF106",5900504,64771
"RPL36A",5900521,6173
"LACTB",5900524,114294
"C5ORF5",5900544,51306
"CD276",5900575,80381
"MGAT1",5900592,4245
"CNBP",5900600,7555
"CYP27C1",5900601,339761
"DCLRE1A",5900605,9937
"PAGE5",5900608,90737
"C14ORF38",5900647,729665
"RTN4RL1",5900672,146760
"SULT1A3",5900678,6818
"SUMO3",5900682,6612
"HS.382309",5900687,NA
"GSTK1",5900692,373156
"HS.540712",5900719,NA
